co2TailpipeGpm,cylinders,displ,drive,fuelType,make,phevBlended,transmission,VClass
423.190476190,4,2.5,Rear-Wheel Drive,Regular,Nissan,False,Man,Small Pickup Trucks 2WD
296.233333333,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
467.736842105,4,2.5,Rear-Wheel Drive,Regular,Suzuki,False,Aut,Small Pickup Trucks 2WD
423.190476190,4,2.5,Rear-Wheel Drive,Regular,Suzuki,False,Man,Small Pickup Trucks 2WD
555.4375,6,4,4-Wheel Drive,Regular,Ford,False,Aut,Small Pickup Trucks 4WD
522.764705882,6,4,4-Wheel Drive,Regular,Ford,False,Man,Small Pickup Trucks 4WD
592.466666667,8,5.6,Rear-Wheel Drive,Regular,Nissan,False,Aut,Standard Pickup Trucks 2WD
522.764705882,8,4.6,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks 2WD
555.4375,8,5.7,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks 2WD
634.785714286,8,5.6,4-Wheel Drive,Regular,Nissan,False,Aut,Standard Pickup Trucks 4WD
592.466666667,8,5.6,Rear-Wheel Drive,Gasoline or E85,Nissan,False,Aut,Standard Pickup Trucks 2WD
634.785714286,8,5.6,4-Wheel Drive,Gasoline or E85,Nissan,False,Aut,Standard Pickup Trucks 4WD
403.954545455,4,1.6,Front-Wheel Drive,Premium,Mitsubishi,False,Aut,Subcompact Cars
555.4375,8,4.6,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks 4WD
634.785714286,8,5.7,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks 4WD
592.466666667,8,5.7,Part-time 4-Wheel Drive,Gasoline or E85,Toyota,False,Aut,Standard Pickup Trucks 4WD
740.583333333,10,6.8,Rear-Wheel Drive,Regular,Ford,False,Aut,"Vans, Cargo Type"
592.466666667,8,4.6,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Cargo Type"
634.785714286,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Cargo Type"
683.615384615,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Cargo Type"
634.785714286,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Cargo Type"
592.466666667,8,4.6,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Cargo Type"
807.909090909,10,6.8,Rear-Wheel Drive,Regular,Ford,False,Aut,"Vans, Passenger Type"
355.48,4,1.6,Front-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
683.615384615,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Passenger Type"
683.615384615,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Passenger Type"
634.785714286,8,4.6,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,"Vans, Passenger Type"
467.736842105,6,3,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Sport Utility Vehicle - 2WD
444.35,6,3,Front-Wheel Drive,Gasoline or E85,Chevrolet,False,Aut,Sport Utility Vehicle - 2WD
555.4375,8,5.4,Rear-Wheel Drive,Gasoline or E85,Ford,False,Aut,Sport Utility Vehicle - 2WD
355.48,4,2.5,Front-Wheel Drive,Regular,Ford,False,Man,Sport Utility Vehicle - 2WD
277.71875,4,2.5,Front-Wheel Drive,Regular,Ford,False,Aut,Sport Utility Vehicle - 2WD
423.190476190,6,3,Front-Wheel Drive,Gasoline or E85,Ford,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.5,Front-Wheel Drive,Regular,Ford,False,Aut,Sport Utility Vehicle - 2WD
370.291666667,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
467.736842105,6,3,Front-Wheel Drive,Regular,GMC,False,Aut,Sport Utility Vehicle - 2WD
444.35,6,3,Front-Wheel Drive,Gasoline or E85,GMC,False,Aut,Sport Utility Vehicle - 2WD
370.291666667,4,2.4,Front-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,6,3.8,Front-Wheel Drive,Regular,Hyundai,False,Aut,Sport Utility Vehicle - 2WD
592.466666667,8,5.4,4-Wheel Drive,Gasoline or E85,Lincoln,False,Aut,Sport Utility Vehicle - 4WD
555.4375,8,5.4,Rear-Wheel Drive,Gasoline or E85,Lincoln,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,6,3.7,Front-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 2WD
423.190476190,6,3,Front-Wheel Drive,Gasoline or E85,Mazda,False,Aut,Sport Utility Vehicle - 2WD
355.48,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Man,Sport Utility Vehicle - 2WD
386.391304348,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 2WD
341.807692308,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
277.71875,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 2WD
493.722222222,6,3.5,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 2WD
423.190476190,6,3,Front-Wheel Drive,Gasoline or E85,Mercury,False,Aut,Sport Utility Vehicle - 2WD
277.71875,4,2.5,Front-Wheel Drive,Regular,Mercury,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.5,Front-Wheel Drive,Regular,Mercury,False,Aut,Sport Utility Vehicle - 2WD
355.48,4,2.4,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Sport Utility Vehicle - 2WD
403.954545455,6,3,Front-Wheel Drive,Premium,Mitsubishi,False,Aut,Sport Utility Vehicle - 2WD
341.807692308,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Sport Utility Vehicle - 2WD
329.148148148,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Sport Utility Vehicle - 2WD
370.291666667,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Sport Utility Vehicle - 2WD
329.148148148,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
592.466666667,8,5.6,Rear-Wheel Drive,Regular,Nissan,False,Aut,Sport Utility Vehicle - 2WD
592.466666667,8,5.6,Rear-Wheel Drive,Gasoline or E85,Nissan,False,Aut,Sport Utility Vehicle - 2WD
403.954545455,4,2.4,Rear-Wheel Drive,Regular,Suzuki,False,Man,Sport Utility Vehicle - 2WD
423.190476190,4,2.4,Rear-Wheel Drive,Regular,Suzuki,False,Aut,Sport Utility Vehicle - 2WD
370.291666667,4,2.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
403.954545455,4,2.7,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
444.35,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
403.954545455,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,4,2.7,Rear-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,6,4,Rear-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
493.722222222,4,2.6,Rear-Wheel Drive,Premium,Mitsubishi,False,Aut,Subcompact Cars
555.4375,8,4.6,Rear-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
555.4375,8,5.7,Rear-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
493.722222222,6,3.7,All-Wheel Drive,Premium,Acura,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,6.2,All-Wheel Drive,Gasoline or E85,Cadillac,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3,All-Wheel Drive,Regular,Chevrolet,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3,All-Wheel Drive,Gasoline or E85,Chevrolet,False,Aut,Sport Utility Vehicle - 4WD
592.466666667,8,5.4,4-Wheel Drive,Gasoline or E85,Ford,False,Aut,Sport Utility Vehicle - 4WD
306.448275862,4,2.5,4-Wheel Drive,Regular,Ford,False,Aut,Sport Utility Vehicle - 4WD
444.35,6,3,All-Wheel Drive,Gasoline or E85,Ford,False,Aut,Sport Utility Vehicle - 4WD
403.954545455,4,2.5,All-Wheel Drive,Regular,Ford,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,4,2.6,Rear-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
467.736842105,6,3,All-Wheel Drive,Regular,GMC,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3,All-Wheel Drive,Gasoline or E85,GMC,False,Aut,Sport Utility Vehicle - 4WD
386.391304348,4,2.4,All-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,6,3.8,4-Wheel Drive,Regular,Hyundai,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,6,3.8,4-Wheel Drive,Regular,Jeep,False,Man,Sport Utility Vehicle - 4WD
522.764705882,6,3.8,4-Wheel Drive,Regular,Jeep,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,6,3.2,4-Wheel Drive,Regular,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5,4-Wheel Drive,Premium,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
592.466666667,8,5,4-Wheel Drive,Premium,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5,4-Wheel Drive,Premium,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
403.954545455,4,1.8,Front-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
592.466666667,8,5,4-Wheel Drive,Premium,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5,4-Wheel Drive,Premium,Land Rover,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,8,4.6,4-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5.7,4-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3.7,4-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 4WD
306.448275862,4,2.5,4-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 4WD
444.35,6,3,All-Wheel Drive,Gasoline or E85,Mazda,False,Aut,Sport Utility Vehicle - 4WD
403.954545455,4,2.5,All-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,6,3.5,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Aut,Compact Cars
403.954545455,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
403.954545455,6,3.5,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
740.583333333,8,6.3,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5.5,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
683.615384615,8,5.5,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
740.583333333,8,5.4,4-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Sport Utility Vehicle - 4WD
306.448275862,4,2.5,4-Wheel Drive,Regular,Mercury,False,Aut,Sport Utility Vehicle - 4WD
444.35,6,3,All-Wheel Drive,Gasoline or E85,Mercury,False,Aut,Sport Utility Vehicle - 4WD
403.954545455,4,2.5,All-Wheel Drive,Regular,Mercury,False,Aut,Sport Utility Vehicle - 4WD
370.291666667,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
370.291666667,4,2.4,4-Wheel Drive,Regular,Mitsubishi,False,Aut,Sport Utility Vehicle - 4WD
423.190476190,6,3,4-Wheel Drive,Premium,Mitsubishi,False,Aut,Sport Utility Vehicle - 4WD
341.807692308,4,2,4-Wheel Drive,Regular,Mitsubishi,False,Aut,Sport Utility Vehicle - 4WD
370.291666667,4,2.5,All-Wheel Drive,Regular,Nissan,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5.6,4-Wheel Drive,Regular,Nissan,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5.6,4-Wheel Drive,Gasoline or E85,Nissan,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3.6,All-Wheel Drive,Premium,Porsche,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,6,3.6,All-Wheel Drive,Premium,Porsche,False,Man,Sport Utility Vehicle - 4WD
386.391304348,4,2.5,All-Wheel Drive,Regular,Subaru,False,Man,Sport Utility Vehicle - 4WD
386.391304348,4,2.5,All-Wheel Drive,Regular,Subaru,False,Aut,Sport Utility Vehicle - 4WD
329.148148148,4,1.5,Front-Wheel Drive,Regular,Plymouth,False,Aut,Subcompact Cars
423.190476190,4,2.5,All-Wheel Drive,Premium,Subaru,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,6,3.6,All-Wheel Drive,Regular,Subaru,False,Aut,Sport Utility Vehicle - 4WD
444.35,4,2.4,4-Wheel Drive,Regular,Suzuki,False,Aut,Sport Utility Vehicle - 4WD
386.391304348,4,2.5,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3.5,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
423.190476190,6,3.5,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
317.392857143,6,3.5,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,4,4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,4,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
592.466666667,8,4.6,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
286.677419355,4,1.5,Front-Wheel Drive,Regular,Plymouth,False,Man,Subcompact Cars
592.466666667,8,5.7,4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
592.466666667,8,5.7,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
634.785714286,8,5.7,Part-time 4-Wheel Drive,Gasoline or E85,Toyota,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,6,3.6,All-Wheel Drive,Premium,Volkswagen,False,Aut,Sport Utility Vehicle - 4WD
370.291666667,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Man,Midsize Cars
355.48,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Midsize Cars
467.736842105,6,3.7,Rear-Wheel Drive,Premium,Infiniti,False,Man,Subcompact Cars
403.954545455,6,3.7,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Subcompact Cars
444.35,6,3.7,All-Wheel Drive,Premium,Infiniti,False,Aut,Subcompact Cars
341.807692308,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Man,Subcompact Cars
296.233333333,4,1.5,Front-Wheel Drive,Regular,Plymouth,False,Man,Subcompact Cars
341.807692308,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Subcompact Cars
423.190476190,6,3.5,Front-Wheel Drive,Regular,Nissan,False,Man,Subcompact Cars
386.391304348,6,3.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Subcompact Cars
222.175,4,1.3,Front-Wheel Drive,Regular,Honda,False,Aut,Compact Cars
222.175,4,1.3,Front-Wheel Drive,Regular,Honda,False,Aut,Compact Cars
261.382352941,4,2.4,Front-Wheel Drive,Regular,Lexus,False,Aut,Compact Cars
306.448275862,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
296.233333333,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
370.291666667,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
355.48,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
403.954545455,4,1.6,Front-Wheel Drive,Premium,Plymouth,False,Aut,Subcompact Cars
444.35,6,3.7,All-Wheel Drive,Premium,Acura,False,Aut,Midsize Cars
386.391304348,6,2.5,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
403.954545455,6,2.5,All-Wheel Drive,Premium,Infiniti,False,Aut,Midsize Cars
329.148148148,4,2.4,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
329.148148148,4,2.4,Front-Wheel Drive,Regular,Kia,False,Man,Midsize Cars
403.954545455,6,3.5,Front-Wheel Drive,Regular,Lexus,False,Aut,Midsize Cars
467.736842105,8,4.6,Rear-Wheel Drive,Premium,Lexus,False,Aut,Midsize Cars
493.722222222,8,4.6,All-Wheel Drive,Premium,Lexus,False,Aut,Midsize Cars
467.736842105,8,4.6,Rear-Wheel Drive,Premium,Lexus,False,Aut,Midsize Cars
493.722222222,8,4.6,All-Wheel Drive,Premium,Lexus,False,Aut,Midsize Cars
355.48,4,1.6,Front-Wheel Drive,Premium,Plymouth,False,Man,Subcompact Cars
444.35,8,5,All-Wheel Drive,Premium,Lexus,False,Aut,Midsize Cars
341.807692308,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Midsize Cars
403.954545455,6,3.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Midsize Cars
269.303030303,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Midsize Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Dodge,False,Aut,Small Station Wagons
370.291666667,4,2.4,Front-Wheel Drive,Regular,Dodge,False,Aut,Small Station Wagons
329.148148148,4,2,Front-Wheel Drive,Regular,Dodge,False,Man,Small Station Wagons
329.148148148,4,1.6,Front-Wheel Drive,Premium,Nissan,False,Man,Small Station Wagons
306.448275862,4,1.6,Front-Wheel Drive,Premium,Nissan,False,Aut,Small Station Wagons
329.148148148,4,1.6,All-Wheel Drive,Premium,Nissan,False,Aut,Small Station Wagons
403.954545455,4,2.2,Front-Wheel Drive,Regular,Plymouth,False,Aut,Subcompact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Small Station Wagons
306.448275862,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Man,Small Station Wagons
403.954545455,4,2.4,All-Wheel Drive,Regular,Toyota,False,Aut,Small Station Wagons
370.291666667,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Man,Small Station Wagons
370.291666667,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Aut,Small Station Wagons
467.736842105,4,2.5,Rear-Wheel Drive,Regular,Nissan,False,Aut,Small Pickup Trucks 2WD
522.764705882,6,4,Rear-Wheel Drive,Regular,Nissan,False,Aut,Small Pickup Trucks 2WD
522.764705882,6,4,Rear-Wheel Drive,Regular,Nissan,False,Man,Small Pickup Trucks 2WD
522.764705882,6,4,Rear-Wheel Drive,Regular,Suzuki,False,Aut,Small Pickup Trucks 2WD
555.4375,6,4,4-Wheel Drive,Regular,Nissan,False,Aut,Small Pickup Trucks 4WD
341.807692308,4,2.2,Front-Wheel Drive,Regular,Plymouth,False,Man,Subcompact Cars
522.764705882,6,4,4-Wheel Drive,Regular,Nissan,False,Man,Small Pickup Trucks 4WD
555.4375,6,4,4-Wheel Drive,Regular,Suzuki,False,Aut,Small Pickup Trucks 4WD
493.722222222,6,4,Rear-Wheel Drive,Regular,Toyota,False,Aut,Standard Pickup Trucks 2WD
403.954545455,6,3.5,Front-Wheel Drive,Regular,Honda,False,Aut,Minivan - 2WD
423.190476190,6,3.5,Front-Wheel Drive,Regular,Honda,False,Aut,Minivan - 2WD
423.190476190,6,3.5,Front-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 2WD
403.954545455,4,2.4,Front-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,6,3.5,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Sport Utility Vehicle - 2WD
370.291666667,4,2,Front-Wheel Drive,Regular,Jeep,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Aut,Sport Utility Vehicle - 2WD
444.35,6,2.8,Rear-Wheel Drive,Regular,Pontiac,False,Aut,Subcompact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Jeep,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Aut,Sport Utility Vehicle - 2WD
423.190476190,6,3.5,Front-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 2WD
306.448275862,6,3.5,Front-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 2WD
444.35,4,2.3,Front-Wheel Drive,Premium,Mazda,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.5,Front-Wheel Drive,Regular,Mazda,False,Aut,Sport Utility Vehicle - 2WD
522.764705882,6,4,Rear-Wheel Drive,Premium,Nissan,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,6,4,Rear-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
386.391304348,4,2.7,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
423.190476190,6,3.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 2WD
467.736842105,4,2.3,Rear-Wheel Drive,Regular,Ford,False,Man,Compact Cars
493.722222222,6,2.8,Rear-Wheel Drive,Regular,Pontiac,False,Man,Subcompact Cars
467.736842105,6,3.7,All-Wheel Drive,Premium,Acura,False,Aut,Sport Utility Vehicle - 4WD
423.190476190,6,3.5,All-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 4WD
423.190476190,4,2.4,All-Wheel Drive,Regular,Honda,False,Aut,Sport Utility Vehicle - 4WD
444.35,4,2.4,All-Wheel Drive,Regular,Honda,False,Man,Sport Utility Vehicle - 4WD
493.722222222,6,3.5,All-Wheel Drive,Premium,Infiniti,False,Aut,Sport Utility Vehicle - 4WD
555.4375,8,5,All-Wheel Drive,Premium,Infiniti,False,Aut,Sport Utility Vehicle - 4WD
444.35,6,3.5,All-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 4WD
317.392857143,6,3.5,All-Wheel Drive,Premium,Lexus,False,Aut,Sport Utility Vehicle - 4WD
467.736842105,4,2.3,4-Wheel Drive,Premium,Mazda,False,Aut,Sport Utility Vehicle - 4WD
555.4375,6,4,4-Wheel Drive,Premium,Nissan,False,Aut,Sport Utility Vehicle - 4WD
493.722222222,8,5,Rear-Wheel Drive,Regular,Pontiac,False,Aut,Subcompact Cars
592.466666667,8,5.6,4-Wheel Drive,Premium,Nissan,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,6,4,4-Wheel Drive,Regular,Nissan,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,6,4,4-Wheel Drive,Regular,Nissan,False,Man,Sport Utility Vehicle - 4WD
467.736842105,6,4,Part-time 4-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
522.764705882,6,4,4-Wheel Drive,Regular,Toyota,False,Man,Sport Utility Vehicle - 4WD
403.954545455,4,2.7,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
423.190476190,6,3.5,All-Wheel Drive,Regular,Toyota,False,Aut,Sport Utility Vehicle - 4WD
246.861111111,3,1,Rear-Wheel Drive,Premium,smart,False,Aut,Two Seaters
246.861111111,3,1,Rear-Wheel Drive,Premium,smart,False,Aut,Two Seaters
185.145833333,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Midsize Cars
522.764705882,8,5,Rear-Wheel Drive,Regular,Pontiac,False,Man,Subcompact Cars
423.190476190,8,6,4-Wheel Drive,Regular,GMC,False,Aut,Sport Utility Vehicle - 4WD
683.615384615,12,5.9,Rear-Wheel Drive,Premium,Aston Martin,False,Man,Two Seaters
592.466666667,8,4.7,Rear-Wheel Drive,Premium,Aston Martin,False,Man,Two Seaters
555.4375,8,4.7,Rear-Wheel Drive,Premium,Aston Martin,False,Aut,Two Seaters
634.785714286,8,4.2,All-Wheel Drive,Premium,Audi,False,Man,Two Seaters
555.4375,8,4.2,All-Wheel Drive,Premium,Audi,False,Aut,Two Seaters
634.785714286,8,4.2,All-Wheel Drive,Premium,Audi,False,Man,Two Seaters
555.4375,8,4.2,All-Wheel Drive,Premium,Audi,False,Aut,Two Seaters
423.190476190,6,3.8,Rear-Wheel Drive,Premium,Porsche,False,Aut,Two Seaters
592.466666667,12,5.9,Rear-Wheel Drive,Premium,Aston Martin,False,Aut,Minicompact Cars
493.722222222,8,5,Rear-Wheel Drive,Regular,Pontiac,False,Aut,Subcompact Cars
683.615384615,12,5.9,Rear-Wheel Drive,Premium,Aston Martin,False,Man,Minicompact Cars
634.785714286,12,5.9,Rear-Wheel Drive,Premium,Aston Martin,False,Aut,Minicompact Cars
444.35,6,3.8,Rear-Wheel Drive,Premium,Porsche,False,Man,Minicompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Premium,Porsche,False,Aut,Minicompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Premium,Porsche,False,Man,Minicompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Premium,Porsche,False,Aut,Minicompact Cars
592.466666667,12,5.9,Rear-Wheel Drive,Premium,Aston Martin,False,Aut,Subcompact Cars
317.392857143,4,2,Front-Wheel Drive,Regular,Kia,False,Man,Midsize Cars
306.448275862,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
296.233333333,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
493.722222222,8,5,Rear-Wheel Drive,Regular,Pontiac,False,Man,Subcompact Cars
341.807692308,4,2,Front-Wheel Drive,Regular,Kia,False,Aut,Midsize Cars
444.35,6,2.8,All-Wheel Drive,Regular,Saab,False,Aut,Midsize Cars
341.807692308,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Large Cars
592.466666667,12,6.6,Rear-Wheel Drive,Premium,Rolls-Royce,False,Aut,Large Cars
355.48,4,2.4,Front-Wheel Drive,Regular,Dodge,False,Man,Small Station Wagons
444.35,6,3.5,Rear-Wheel Drive,Premium,Infiniti,False,Aut,Small Station Wagons
467.736842105,6,3.5,All-Wheel Drive,Premium,Infiniti,False,Aut,Small Station Wagons
403.954545455,4,2,Front-Wheel Drive,Regular,Ford,False,Aut,Special Purpose Vehicle 2WD
423.190476190,4,2.4,Front-Wheel Drive,Regular,Hyundai,False,Man,Sport Utility Vehicle - 2WD
403.954545455,6,3.5,Front-Wheel Drive,Regular,Hyundai,False,Aut,Sport Utility Vehicle - 2WD
522.764705882,8,5.7,Rear-Wheel Drive,Regular,Pontiac,False,Aut,Subcompact Cars
386.391304348,4,2.4,Front-Wheel Drive,Regular,Hyundai,False,Aut,Sport Utility Vehicle - 2WD
355.48,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Man,Sport Utility Vehicle - 2WD
355.48,4,2,Front-Wheel Drive,Regular,Jeep,False,Man,Sport Utility Vehicle - 2WD
355.48,4,2.4,Front-Wheel Drive,Regular,Jeep,False,Man,Sport Utility Vehicle - 2WD
355.48,4,2,Front-Wheel Drive,Regular,Jeep,False,Man,Sport Utility Vehicle - 2WD
