co2TailpipeGpm,cylinders,displ,drive,fuelType,make,phevBlended,transmission,VClass
444.35,6,3.8,Rear-Wheel Drive,Regular,Ford,False,Aut,Subcompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Regular,Ford,False,Man,Subcompact Cars
493.722222222,8,4.6,Rear-Wheel Drive,Regular,Ford,False,Aut,Subcompact Cars
467.736842105,8,4.6,Rear-Wheel Drive,Regular,Ford,False,Man,Subcompact Cars
277.71875,4,1.7,Front-Wheel Drive,Regular,Honda,False,Aut,Subcompact Cars
261.382352941,4,1.7,Front-Wheel Drive,Regular,Honda,False,Man,Subcompact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Subcompact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Hyundai,False,Man,Subcompact Cars
423.190476190,4,1.8,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Minicompact Cars
444.35,6,2.7,Front-Wheel Drive,Regular,Hyundai,False,Aut,Subcompact Cars
467.736842105,6,2.7,Front-Wheel Drive,Regular,Hyundai,False,Man,Subcompact Cars
493.722222222,8,4,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Subcompact Cars
522.764705882,8,4,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Subcompact Cars
740.583333333,8,4.2,Rear-Wheel Drive,Premium,Maserati,False,Man,Subcompact Cars
740.583333333,8,4.2,Rear-Wheel Drive,Premium,Maserati,False,Aut,Subcompact Cars
444.35,6,3.2,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
444.35,6,3.2,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
493.722222222,8,4.3,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
493.722222222,8,4.3,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
386.391304348,4,1.8,Front-Wheel Drive,Regular,Volkswagen,False,Man,Minicompact Cars
493.722222222,8,5.4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
522.764705882,8,5.4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Subcompact Cars
423.190476190,4,2.4,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
386.391304348,4,2.4,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
444.35,4,2.4,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
423.190476190,6,3,Front-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
444.35,6,3,Front-Wheel Drive,Premium,Mitsubishi,False,Aut,Subcompact Cars
329.148148148,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
296.233333333,4,1.5,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
355.48,4,1.8,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Subcompact Cars
355.48,4,1.1,Front-Wheel Drive,Regular,Yugo,False,Man,Minicompact Cars
317.392857143,4,1.8,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Subcompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Regular,Pontiac,False,Aut,Subcompact Cars
423.190476190,6,3.8,Rear-Wheel Drive,Regular,Pontiac,False,Man,Subcompact Cars
467.736842105,8,5.7,Rear-Wheel Drive,Premium,Pontiac,False,Aut,Subcompact Cars
444.35,8,5.7,Rear-Wheel Drive,Premium,Pontiac,False,Man,Subcompact Cars
493.722222222,8,4.6,Rear-Wheel Drive,Premium,Roush Performance,False,Aut,Subcompact Cars
493.722222222,8,4.6,Rear-Wheel Drive,Premium,Roush Performance,False,Man,Subcompact Cars
423.190476190,4,2,Front-Wheel Drive,Premium,Saab,False,Aut,Subcompact Cars
370.291666667,4,2,Front-Wheel Drive,Premium,Saab,False,Man,Subcompact Cars
444.35,4,2.3,Front-Wheel Drive,Premium,Saab,False,Man,Subcompact Cars
493.722222222,5,2.2,Front-Wheel Drive,Regular,Audi,False,Aut,Subcompact Cars
341.807692308,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Aut,Subcompact Cars
341.807692308,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Aut,Subcompact Cars
329.148148148,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Man,Subcompact Cars
306.448275862,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Man,Subcompact Cars
423.190476190,4,2.5,4-Wheel or All-Wheel Drive,Regular,Subaru,False,Aut,Subcompact Cars
423.190476190,4,2.5,4-Wheel or All-Wheel Drive,Regular,Subaru,False,Man,Subcompact Cars
444.35,4,2,4-Wheel or All-Wheel Drive,Premium,Subaru,False,Aut,Subcompact Cars
423.190476190,4,2,4-Wheel or All-Wheel Drive,Premium,Subaru,False,Man,Subcompact Cars
341.807692308,4,1.6,Front-Wheel Drive,Regular,Suzuki,False,Aut,Subcompact Cars
341.807692308,4,1.8,Front-Wheel Drive,Regular,Suzuki,False,Aut,Subcompact Cars
467.736842105,5,2.2,Front-Wheel Drive,Regular,Audi,False,Man,Subcompact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Suzuki,False,Man,Subcompact Cars
386.391304348,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Aut,Subcompact Cars
467.736842105,6,3,Front-Wheel Drive,Regular,Toyota,False,Aut,Subcompact Cars
317.392857143,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Subcompact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Man,Subcompact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Toyota,False,Man,Subcompact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Toyota,False,Aut,Subcompact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Subcompact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Man,Subcompact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Man,Subcompact Cars
493.722222222,5,2.2,4-Wheel or All-Wheel Drive,Regular,Audi,False,Man,Subcompact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Aut,Subcompact Cars
370.291666667,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Man,Subcompact Cars
308.484848485,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Aut,Subcompact Cars
267.894736842,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Man,Subcompact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Subcompact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Man,Subcompact Cars
444.35,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Aut,Subcompact Cars
423.190476190,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Man,Subcompact Cars
423.190476190,5,2.4,Front-Wheel Drive,Premium,Volvo,False,Aut,Subcompact Cars
423.190476190,6,3.2,Front-Wheel Drive,Premium,Acura,False,Aut,Compact Cars
403.954545455,4,1.8,Front-Wheel Drive,Regular,Audi,False,Aut,Subcompact Cars
423.190476190,4,1.8,Front-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Audi,False,Man,Compact Cars
467.736842105,6,3,Front-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
444.35,4,1.8,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
423.190476190,4,1.8,4-Wheel or All-Wheel Drive,Premium,Audi,False,Man,Compact Cars
493.722222222,6,3,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
493.722222222,6,3,4-Wheel or All-Wheel Drive,Premium,Audi,False,Man,Compact Cars
493.722222222,6,2.7,4-Wheel or All-Wheel Drive,Premium,Audi,False,Man,Compact Cars
493.722222222,6,2.7,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Compact Cars
423.190476190,6,2.5,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
370.291666667,4,1.6,Front-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
370.291666667,4,1.8,Front-Wheel Drive,Regular,Audi,False,Man,Subcompact Cars
444.35,6,2.5,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
444.35,6,2.5,4-Wheel or All-Wheel Drive,Premium,BMW,False,Man,Compact Cars
467.736842105,6,2.5,4-Wheel or All-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
444.35,6,3,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
403.954545455,6,3,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
493.722222222,6,3,4-Wheel or All-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
444.35,6,3,4-Wheel or All-Wheel Drive,Premium,BMW,False,Man,Compact Cars
423.190476190,6,2.5,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
444.35,6,2.5,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
467.736842105,6,3,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
444.35,6,2.7,Rear-Wheel Drive,Regular,BMW,False,Aut,Subcompact Cars
403.954545455,6,3,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
493.722222222,8,4.4,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
555.4375,8,4.4,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
555.4375,8,4.4,Rear-Wheel Drive,Premium,BMW,False,Aut,Compact Cars
592.466666667,8,4.9,Rear-Wheel Drive,Premium,BMW,False,Man,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Compact Cars
355.48,4,2.2,Front-Wheel Drive,Regular,Chevrolet,False,Man,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Chevrolet,False,Man,Compact Cars
423.190476190,4,2.4,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Compact Cars
423.190476190,6,2.7,Rear-Wheel Drive,Regular,BMW,False,Man,Subcompact Cars
386.391304348,4,2.4,Front-Wheel Drive,Regular,Chevrolet,False,Man,Compact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Compact Cars
296.233333333,4,1.8,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Compact Cars
286.677419355,4,1.8,Front-Wheel Drive,Regular,Chevrolet,False,Man,Compact Cars
423.190476190,4,2.4,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
403.954545455,4,2.4,Front-Wheel Drive,Regular,Chrysler,False,Man,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
423.190476190,6,3,Front-Wheel Drive,Regular,Chrysler,False,Man,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
403.954545455,4,2.4,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
555.4375,6,3.4,Rear-Wheel Drive,Regular,BMW,False,Aut,Subcompact Cars
444.35,6,2.7,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
444.35,6,2.7,Front-Wheel Drive,Regular,Chrysler,False,Man,Compact Cars
444.35,6,2.7,Front-Wheel Drive,Regular,Chrysler,False,Aut,Compact Cars
386.391304348,4,1.6,Front-Wheel Drive,Regular,Daewoo,False,Aut,Compact Cars
355.48,4,1.6,Front-Wheel Drive,Regular,Daewoo,False,Man,Compact Cars
355.48,4,1.5,Front-Wheel Drive,Regular,Daewoo,False,Aut,Compact Cars
341.807692308,4,1.5,Front-Wheel Drive,Regular,Daewoo,False,Man,Compact Cars
403.954545455,4,2,Front-Wheel Drive,Regular,Daewoo,False,Aut,Compact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Daewoo,False,Man,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Dodge,False,Aut,Compact Cars
522.764705882,6,3.4,Rear-Wheel Drive,Regular,BMW,False,Man,Subcompact Cars
329.148148148,4,2,Front-Wheel Drive,Regular,Dodge,False,Man,Compact Cars
423.190476190,4,2.4,Front-Wheel Drive,Regular,Dodge,False,Aut,Compact Cars
403.954545455,4,2.4,Front-Wheel Drive,Regular,Dodge,False,Man,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Dodge,False,Aut,Compact Cars
423.190476190,6,3,Front-Wheel Drive,Regular,Dodge,False,Man,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Dodge,False,Aut,Compact Cars
341.807692308,4,2,Front-Wheel Drive,Regular,Ford,False,Aut,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Ford,False,Aut,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Ford,False,Aut,Compact Cars
444.35,4,2,Front-Wheel Drive,Premium,Ford,False,Man,Compact Cars
370.291666667,4,2.5,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
317.392857143,4,2,Front-Wheel Drive,Regular,Ford,False,Man,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Ford,False,Man,Compact Cars
296.233333333,4,1.7,Front-Wheel Drive,Regular,Honda,False,Aut,Compact Cars
306.448275862,4,1.7,Front-Wheel Drive,Regular,Honda,False,Aut,Compact Cars
286.677419355,4,1.7,Front-Wheel Drive,Regular,Honda,False,Man,Compact Cars
296.233333333,4,1.7,Front-Wheel Drive,Regular,Honda,False,Man,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Honda,False,Man,Compact Cars
355.48,4,1.5,Front-Wheel Drive,Regular,Hyundai,False,Aut,Compact Cars
317.392857143,4,1.5,Front-Wheel Drive,Regular,Hyundai,False,Man,Compact Cars
355.48,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Aut,Compact Cars
444.35,6,2.8,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
329.148148148,4,1.6,Front-Wheel Drive,Regular,Hyundai,False,Man,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Hyundai,False,Aut,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Hyundai,False,Man,Compact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Infiniti,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Infiniti,False,Man,Compact Cars
467.736842105,6,2.5,4-Wheel or All-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
444.35,6,2.5,4-Wheel or All-Wheel Drive,Premium,Jaguar,False,Man,Compact Cars
467.736842105,6,3,4-Wheel or All-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
467.736842105,6,3,4-Wheel or All-Wheel Drive,Premium,Jaguar,False,Man,Compact Cars
493.722222222,8,4,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
493.722222222,6,2.8,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
493.722222222,8,4,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
555.4375,8,4,Rear-Wheel Drive,Premium,Jaguar,False,Aut,Compact Cars
370.291666667,4,1.5,Front-Wheel Drive,Regular,Kia,False,Aut,Compact Cars
341.807692308,4,1.5,Front-Wheel Drive,Regular,Kia,False,Man,Compact Cars
403.954545455,4,1.8,Front-Wheel Drive,Regular,Kia,False,Aut,Compact Cars
370.291666667,4,1.8,Front-Wheel Drive,Regular,Kia,False,Man,Compact Cars
467.736842105,6,3,Rear-Wheel Drive,Premium,Lexus,False,Man,Compact Cars
493.722222222,6,3,Rear-Wheel Drive,Premium,Lexus,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Mercury,False,Man,Compact Cars
423.190476190,6,2.5,Front-Wheel Drive,Regular,Mercury,False,Aut,Compact Cars
493.722222222,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
423.190476190,6,2.5,Front-Wheel Drive,Regular,Mercury,False,Man,Compact Cars
444.35,6,2.3,Front-Wheel Drive,Premium,Mazda,False,Aut,Compact Cars
444.35,6,2.5,Front-Wheel Drive,Premium,Mazda,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Mazda,False,Man,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Mazda,False,Aut,Compact Cars
423.190476190,4,2.3,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
444.35,4,2.3,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Man,Compact Cars
444.35,6,2.6,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
493.722222222,6,2.6,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Man,Compact Cars
493.722222222,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
522.764705882,6,3.2,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
467.736842105,6,3.2,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
522.764705882,8,5,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
522.764705882,8,5.4,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
555.4375,12,5.8,Rear-Wheel Drive,Premium,Mercedes-Benz,False,Aut,Compact Cars
386.391304348,4,1.6,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Compact Cars
341.807692308,4,1.6,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Compact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Aut,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Mitsubishi,False,Man,Compact Cars
403.954545455,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Aut,Compact Cars
370.291666667,4,1.6,Front-Wheel Drive,Premium,Mitsubishi,False,Man,Subcompact Cars
493.722222222,8,5,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
386.391304348,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Man,Compact Cars
403.954545455,4,2.5,Front-Wheel Drive,Regular,Nissan,False,Man,Compact Cars
341.807692308,4,1.8,Front-Wheel Drive,Regular,Nissan,False,Aut,Compact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Nissan,False,Man,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Oldsmobile,False,Aut,Compact Cars
355.48,4,2.2,Front-Wheel Drive,Regular,Oldsmobile,False,Man,Compact Cars
423.190476190,6,3.4,Front-Wheel Drive,Regular,Oldsmobile,False,Aut,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Aut,Compact Cars
355.48,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Man,Compact Cars
423.190476190,6,3.4,Front-Wheel Drive,Regular,Pontiac,False,Aut,Compact Cars
403.954545455,4,2,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Aut,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Aut,Compact Cars
355.48,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Man,Compact Cars
370.291666667,4,2.2,Front-Wheel Drive,Regular,Pontiac,False,Man,Compact Cars
423.190476190,4,2.4,Front-Wheel Drive,Regular,Pontiac,False,Aut,Compact Cars
386.391304348,4,2.4,Front-Wheel Drive,Regular,Pontiac,False,Man,Compact Cars
329.148148148,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Aut,Compact Cars
341.807692308,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Aut,Compact Cars
329.148148148,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Man,Compact Cars
306.448275862,4,1.9,Front-Wheel Drive,Regular,Saturn,False,Man,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
423.190476190,4,2.5,4-Wheel or All-Wheel Drive,Regular,Subaru,False,Man,Compact Cars
423.190476190,4,2.5,4-Wheel or All-Wheel Drive,Regular,Subaru,False,Aut,Compact Cars
444.35,6,3,4-Wheel or All-Wheel Drive,Premium,Subaru,False,Aut,Compact Cars
355.48,4,2,Front-Wheel Drive,Regular,Suzuki,False,Aut,Compact Cars
341.807692308,4,2,Front-Wheel Drive,Regular,Suzuki,False,Man,Compact Cars
370.291666667,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
370.291666667,4,2.4,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
444.35,6,3,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
329.148148148,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
296.233333333,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
286.677419355,4,1.8,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
296.233333333,4,1.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
277.71875,4,1.5,Front-Wheel Drive,Regular,Toyota,False,Man,Compact Cars
216.756097561,4,1.5,Front-Wheel Drive,Regular,Toyota,False,Aut,Compact Cars
308.484848485,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Aut,Compact Cars
267.894736842,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Man,Compact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
386.391304348,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Man,Compact Cars
467.736842105,6,2.8,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
403.954545455,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
370.291666667,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Man,Compact Cars
403.954545455,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Aut,Compact Cars
423.190476190,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
403.954545455,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
403.954545455,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
370.291666667,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Man,Compact Cars
403.954545455,4,1.8,Front-Wheel Drive,Premium,Volkswagen,False,Aut,Compact Cars
308.484848485,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Aut,Compact Cars
267.894736842,4,1.9,Front-Wheel Drive,Diesel,Volkswagen,False,Man,Compact Cars
493.722222222,6,2.8,Front-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
386.391304348,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
370.291666667,4,2,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
467.736842105,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Aut,Compact Cars
444.35,6,2.8,Front-Wheel Drive,Regular,Volkswagen,False,Man,Compact Cars
467.736842105,6,2.8,4-Wheel or All-Wheel Drive,Premium,Volkswagen,False,Aut,Compact Cars
423.190476190,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
444.35,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Man,Compact Cars
403.954545455,4,1.9,Front-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
444.35,5,2.4,4-Wheel or All-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
444.35,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Man,Compact Cars
370.291666667,4,1.6,Rear-Wheel Drive,Regular,Chevrolet,False,Aut,Subcompact Cars
423.190476190,5,2.3,Front-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
423.190476190,5,2.4,Front-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
423.190476190,5,2.4,Front-Wheel Drive,Premium,Volvo,False,Aut,Compact Cars
423.190476190,5,2.4,Front-Wheel Drive,Premium,Volvo,False,Man,Compact Cars
423.190476190,6,3.2,Front-Wheel Drive,Premium,Acura,False,Aut,Midsize Cars
493.722222222,6,3.5,Front-Wheel Drive,Premium,Acura,False,Aut,Midsize Cars
467.736842105,6,3,Front-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
493.722222222,6,2.7,4-Wheel or All-Wheel Drive,Premium,Audi,False,Man,Midsize Cars
493.722222222,6,2.7,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
493.722222222,6,3,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
329.148148148,4,1.6,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
493.722222222,8,4.2,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
493.722222222,8,4.2,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
592.466666667,8,4.2,4-Wheel or All-Wheel Drive,Premium,Audi,False,Aut,Midsize Cars
807.909090909,8,6.8,Rear-Wheel Drive,Premium,Bentley,False,Aut,Midsize Cars
423.190476190,6,3.1,Front-Wheel Drive,Regular,Buick,False,Aut,Midsize Cars
467.736842105,6,3.8,Front-Wheel Drive,Premium,Buick,False,Aut,Midsize Cars
444.35,6,3.8,Front-Wheel Drive,Regular,Buick,False,Aut,Midsize Cars
467.736842105,8,4.6,Front-Wheel Drive,Regular,Cadillac,False,Aut,Midsize Cars
467.736842105,8,4.6,Front-Wheel Drive,Regular,Cadillac,False,Aut,Midsize Cars
423.190476190,6,3.1,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Midsize Cars
329.148148148,4,1.6,Rear-Wheel Drive,Regular,Chevrolet,False,Man,Subcompact Cars
403.954545455,6,3.4,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Midsize Cars
444.35,6,3.8,Front-Wheel Drive,Regular,Chevrolet,False,Aut,Midsize Cars
403.954545455,4,2.4,Front-Wheel Drive,Regular,Chrysler,False,Aut,Midsize Cars
423.190476190,6,2.7,Front-Wheel Drive,Regular,Chrysler,False,Aut,Midsize Cars
423.190476190,6,2.7,Front-Wheel Drive,Regular,Chrysler,False,Aut,Midsize Cars
444.35,4,2.2,Front-Wheel Drive,Regular,Daewoo,False,Aut,Midsize Cars
423.190476190,4,2.2,Front-Wheel Drive,Regular,Daewoo,False,Man,Midsize Cars
403.954545455,4,2.4,Front-Wheel Drive,Regular,Dodge,False,Aut,Midsize Cars
423.190476190,6,2.7,Front-Wheel Drive,Regular,Dodge,False,Aut,Midsize Cars
444.35,6,2.7,Front-Wheel Drive,Regular,Dodge,False,Man,Midsize Cars
282.777777778,4,1.8,Rear-Wheel Drive,Diesel,Chevrolet,False,Man,Subcompact Cars
423.190476190,6,2.7,Front-Wheel Drive,Regular,Dodge,False,Aut,Midsize Cars
386.391304348,4,2.3,Front-Wheel Drive,Regular,Honda,False,Aut,Midsize Cars
386.391304348,4,2.3,Front-Wheel Drive,Regular,Honda,False,Aut,Midsize Cars
355.48,4,2.3,Front-Wheel Drive,Regular,Honda,False,Man,Midsize Cars
370.291666667,4,2.3,Front-Wheel Drive,Regular,Honda,False,Man,Midsize Cars
423.190476190,6,3,Front-Wheel Drive,Regular,Honda,False,Aut,Midsize Cars
